ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-7767188,Source1,2,2019-08-01 08:46:00,2019-08-01 09:14:27,25.7318,-80.31827,25.73785,-80.31928,0.423,At 40th St/Bird Rd - Accident. Left lane blocked.,Palmetto Expy N,Miami,Miami-Dade,FL,33155,US/Eastern,KMIA,2019-08-01 08:53:00,82.0,82.0,79.0,29.99,10.0,ENE,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-774642,Source2,3,2021-12-17 10:41:14,2021-12-17 11:25:55,32.869389,-96.670082,,,0.0,Right lane blocked and right hand shoulder blocked due to accident on I-635 Westbound at Exit 12 TX-78 Garland Rd.,I-635 W,Dallas,Dallas,TX,75218,US/Central,KDAL,2021-12-17 10:53:00,72.0,72.0,76.0,29.44,10.0,S,18.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5114778,Source1,2,2022-02-16 19:24:47,2022-02-16 20:40:54,34.05958056433649,-91.95808768228552,34.01339056433649,-91.9390976822855,3.372,Incident on AR-530 EB near STATE HWY-212 Road closed. Take alternate route.,AR-530,Pine Bluff,Cleveland,AR,71603,US/Central,KPBF,2022-02-16 19:53:00,70.0,70.0,59.0,29.69,10.0,SSE,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5090993,Source1,2,2022-03-11 04:57:00,2022-03-11 16:02:31,26.1550462244694,-81.29396796187737,26.1668762244694,-81.19996796187738,5.886,Incident on I-75 SB near MM 73 Left lane blocked.,I-75,Immokalee,Collier,FL,34142,US/Eastern,KIMM,2022-03-11 04:53:00,71.0,71.0,96.0,29.96,0.25,E,5.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4082085,Source1,2,2022-09-04 18:36:03,2022-09-04 19:54:18,25.469032,-80.501639,25.469664,-80.501653,0.044,Incident on SW 192ND AVE WB near SW 320TH ST Drive with caution., SW 192nd Ave,Homestead,Miami-Dade,FL,33030,US/Eastern,KHST,2022-09-04 18:56:00,86.0,86.0,68.0,29.89,10.0,ENE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4156586,Source1,2,2023-02-01 07:07:30,2023-02-01 09:29:30,33.776565000000005,-117.840255,33.771572,-117.831135,0.627,Stationary traffic on CA-22 E - Garden Grove Fwy E from exit [17A] to CA-55 S due to accident.,Garden Grove Fwy,Santa Ana,Orange,CA,92705,US/Pacific,KSNA,2023-02-01 06:53:00,44.0,41.0,47.0,30.06,10.0,SSW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3056864,Source2,2,2018-01-09 18:36:23,2018-01-09 19:21:05,33.886253,-117.517715,,,0.0,HOV and #1 lane blocked due to accident on CA-91 Eastbound at Exits 53 53A 53B McKinley St.,Riverside Fwy E,Corona,Riverside,CA,92879,US/Pacific,KAJO,2018-01-09 18:36:00,53.6,,94.0,29.77,10.0,Variable,4.6,0.01,Rain,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2599284,Source2,3,2018-09-21 08:47:22,2018-09-21 09:17:02,29.652723,-98.624443,,,0.0,Accident on I-10 Westbound near Exit 551.,US-87 N,San Antonio,Bexar,TX,78257,US/Central,K5C1,2018-09-21 08:55:00,73.4,,94.0,29.98,10.0,South,12.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3553654,Source1,2,2016-07-06 19:04:32,2016-07-07 01:04:32,37.60497,-122.38431,37.60046,-122.3774,0.49,At Millbrae Ave/Exit 420/Exit 421 - Accident.,Bayshore Fwy S,Millbrae,San Mateo,CA,94030,US/Pacific,KSFO,2016-07-06 18:56:00,61.0,,67.0,29.99,10.0,West,15.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3645894,Source1,2,2017-07-24 17:24:01,2017-07-24 23:24:01,28.87963,-82.09295999999998,28.86827000000001,-82.0922,0.7859999999999999,At SR-44/Exit 329 - Accident.,I-75 S,Wildwood,Sumter,FL,34785,US/Eastern,KVVG,2017-07-24 17:30:00,82.0,82.0,79.0,29.97,10.0,S,6.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5100515,Source1,2,2022-02-27 12:02:30,2022-02-27 12:27:30,30.69203495964674,-88.02867293315875,30.68808495964674,-88.04152293315875,0.8109999999999999,Slow traffic on I-10 W - George C Wallace Tunl W from US-98/US-90/Old Spanish Trl (I-10) to Canal St/S Water St/Exit 26 (I-10) due to accident.,I-10,Mobile,Mobile,AL,36602,US/Central,KBFM,2022-02-27 11:59:00,55.0,55.0,89.0,30.18,3.0,NNE,3.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5942859,Source1,2,2021-06-11 21:10:09,2021-06-11 23:35:20,35.110001000000004,-81.600336,35.111113,-81.585237,0.857,Incident on I-85 NB near MM 97 Drive with caution.,I-85 N,Gaffney,Cherokee,SC,29340,US/Eastern,KEHO,2021-06-11 21:15:00,71.0,71.0,95.0,28.91,10.0,NW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3894259,Source1,2,2022-05-26 07:34:02,2022-05-26 08:28:00,43.593331575185815,-116.41996264402188,43.593361575185824,-116.38590264402193,1.704,Slow traffic on I-84 E - ID-55 N - Vietnam Veterans Memorial Hwy - US-30 E from S Ten Mile Rd (I-84) to ID-69/Exit 44 (I-84) due to accident.,I-84 E,Meridian,Ada,ID,83642,US/Mountain,KMAN,2022-05-26 07:35:00,55.0,55.0,58.0,27.28,10.0,CALM,0.0,0.0,Fair,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7031756,Source1,2,2020-05-15 10:54:37,2020-05-15 18:54:37,44.01896,-123.87003,44.01896,-123.87003,0.0,At OR-36/Mapleton-Junction City Hwy - Accident., Highway 126,Mapleton,Lane,OR,97453-9501,US/Pacific,KEUG,2020-05-15 10:54:00,60.0,60.0,62.0,29.76,10.0,SSE,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5323738,Source1,2,2023-01-22 17:48:00,2023-01-22 19:14:23,40.996231,-73.679474,41.000089,-73.683256,0.332,NYSTA - Statewide Ops.: crash on I-287 - Cross Westchester Expwy westbound at Before Exit 11 (I-287) - Portchester- Rye (US 1) starting 5:48 PM 01/22/2023 [CARS CAD-230220261],Cross Westchester Expy W,Port Chester,Westchester,NY,10573,US/Eastern,KHPN,2023-01-22 17:49:00,36.0,36.0,86.0,29.48,10.0,CALM,0.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-888854,Source2,3,2021-09-22 17:58:15,2021-09-22 18:27:51,34.551517,-79.199455,,,0.0,Lane blocked due to accident on I-95 Southbound at Exit 7 Raynham Rd.,I-95 S,Fairmont,Robeson,NC,28340,US/Eastern,KLBT,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3735973,Source1,2,2022-04-24 07:59:00.000000000,2022-04-24 09:36:24.000000000,36.84073090535716,-119.67918991985474,36.84127090535716,-119.66935991985474,0.545,Incident on CA-168 EB near TEMPERANCE AVE Drive with caution.,CA-168,Clovis,Fresno,CA,93611,US/Pacific,KFAT,2022-04-24 07:53:00,56.0,56.0,69.0,29.77,10.0,ESE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4670113,Source1,2,2022-04-21 20:03:30,2022-04-21 20:46:00,42.340045,-83.052371,42.341942,-83.04584100000002,0.358,Stationary traffic on I-75 N - Fisher Fwy N from Grand River Ave/Exit 49A &amp; 49 (I-75) to I-75/Chrysler Fwy/Exit 51 (I-75) due to accident.,Fisher Fwy N,Detroit,Wayne,MI,48201,US/Eastern,KDET,2022-04-21 19:53:00,66.0,66.0,26.0,29.55,10.0,WNW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5155542,Source1,2,2022-01-30 12:41:30.000000000,2022-01-30 15:23:00.000000000,33.87063,-118.340463,33.878949,-118.346429,0.669,Slow traffic on I-405 N - San Diego Fwy N from Crenshaw Blvd (I-405) to Redondo Beach Blvd (I-405) due to accident.,I-405 N,Torrance,Los Angeles,CA,90504,US/Pacific,KHHR,2022-01-30 12:53:00,69.0,69.0,27.0,30.04,10.0,S,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3961751,Source1,2,2023-01-24 09:49:00,2023-01-24 11:06:15,39.739323,-75.562285,39.739646,-75.56224,0.022,Incident on I-95 NB near US-202 Right lane blocked. Expect delays., S Adams St,Wilmington,New Castle,DE,19805,US/Eastern,KILG,2023-01-24 09:51:00,39.0,31.0,60.0,30.13,10.0,WSW,13.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,Day,Day,Day,Day
A-5524166,Source1,2,2021-05-07 15:18:30,2021-05-07 17:56:30,33.290445,-111.886523,33.287111,-111.86638700000002,1.186,Slow traffic on Santan Fwy E - AZ-202 Loop E from S McClintock Dr/Exit 51 (AZ-202 Loop/Santan Fwy) to Alma School Rd (AZ-202 Loop/Santan Fwy) due to accident.,AZ-202 Loop E,Chandler,Maricopa,AZ,85286,US/Mountain,KCHD,2021-05-07 15:47:00,95.0,95.0,6.0,28.51,10.0,SSW,9.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2524880,Source2,2,2018-10-17 08:23:25,2018-10-17 08:53:02,32.786541,-96.805244,,,0.0,Accident on TX-366 Spur Woodall Rodgers Fwy Westbound near TX-354 Field St .,Woodall Rodgers Fwy S,Dallas,Dallas,TX,75202,US/Central,KDAL,2018-10-17 08:19:00,52.0,,83.0,30.32,7.0,Variable,5.8,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,Day,Day,Day,Day
A-3016175,Source2,2,2018-02-16 10:41:56,2018-02-16 11:11:11,28.347031,-81.420563,,,0.0,One lane blocked due to accident on Thacker Ave at John Young Pkwy.,N Thacker Ave,Kissimmee,Osceola,FL,34741,US/Eastern,KISM,2018-02-16 10:56:00,78.1,,60.0,30.24,10.0,SW,5.8,,Clear,False,False,True,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3998408,Source1,2,2022-12-16 11:27:30.000000000,2022-12-16 18:55:30.000000000,40.796048,-74.080733,40.741636,-74.123163,4.3660000000000005,Slow traffic on New Jersey Tpke S - I-95 S from NJ-3/Exit 16 (I-95 (W Spur)/New Jersey Tpke (W Spur)/I-95) to I-95 (W Spur) &amp; I-95 (E Spur) Junction (South) (I-95 (W Spur)/New Jersey Tpke (W Spur)/I-95) due to accident.,New Jersey Tpke S,East Rutherford,Bergen,NJ,07073,US/Eastern,KTEB,2022-12-16 11:51:00,43.0,37.0,89.0,29.55,1.0,NNE,10.0,0.05,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2554159,Source2,2,2018-10-30 17:40:34,2018-10-30 18:10:12,42.608795,-88.42094399999998,,,0.0,Right lane blocked due to accident on US-12 Eastbound at Exit 328 WI-120.,US-12 W,Lake Geneva,Walworth,WI,53147,US/Central,KBUU,2018-10-30 17:35:00,52.7,,92.0,29.77,7.0,NW,4.6,0.07,Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-468115,Source2,3,2017-07-03 16:42:59,2017-07-03 17:11:41,27.639444,-80.51812,,,0.0,Right lane blocked due to accident on I-95 Northbound from Exit 147 FL-60 20th St.,20th St,Vero Beach,Indian River,FL,32966,US/Eastern,KVRB,2017-07-03 16:53:00,90.0,,61.0,30.08,10.0,SE,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7257278,Source1,2,2020-02-10 07:45:00,2020-02-10 13:00:00,45.93963,-123.91922,45.93963,-123.91922,0.0,At US-26/Sunset Hwy - Accident.,Highway 101,Seaside,Clatsop,OR,97138,US/Pacific,KAST,2020-02-10 07:44:00,37.0,33.0,96.0,30.44,1.0,N,5.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2163539,Source2,2,2019-04-12 05:48:14,2019-04-12 06:48:46,39.82627100000001,-85.99108100000002,,,0.0,Accident on 38th St at Mitthoeffer Rd.,E 38th St,Indianapolis,Marion,IN,46235-2304,US/Eastern,KMQJ,2019-04-12 05:55:00,50.0,50.0,100.0,28.79,5.0,W,14.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2866340,Source2,3,2018-04-05 17:45:57,2018-04-05 18:14:51,41.048431,-73.53944399999997,,,0.0,Accident on I-95 Northbound at Exit 8 State St.,I-95 S,Stamford,Fairfield,CT,06901,US/Eastern,KHPN,2018-04-05 17:56:00,39.9,30.8,27.0,30.05,10.0,WNW,18.4,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,Day,Day,Day,Day
A-6172249,Source1,2,2021-06-25 15:13:25,2021-06-25 17:13:56,45.057931,-93.028752,45.061198,-93.026504,0.251,Incident on US-61 near SCHEUNEMAN RD Drive with caution., Highway 61 N,Saint Paul,Ramsey,MN,55110-4645,US/Central,K21D,2021-06-25 15:15:00,82.0,82.0,37.0,28.87,10.0,NNE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5455173,Source1,2,2022-07-29 17:27:37.000000000,2022-07-29 19:29:14.000000000,33.927919,-118.235278,33.926723,-118.214487,1.195,Slow traffic on I-105 E - Glenn Anderson Fwy E from Wilmington Ave (I-105) to Long Beach Blvd (I-105) due to accident.,Glenn Anderson Fwy E,Los Angeles,Los Angeles,CA,90059,US/Pacific,KHHR,2022-07-29 17:53:00,75.0,75.0,64.0,29.79,10.0,WSW,12.0,0.0,Fair,False,False,False,False,False,False,True,False,False,False,False,False,Day,Day,Day,Day
A-7145341,Source1,3,2020-03-30 05:33:51,2020-03-30 06:01:06,32.9072,-96.72877,32.90909,-96.73185,0.221,At Forest Ln/Exit 17 - Accident.,I-635 W,Dallas,Dallas,TX,75243,US/Central,KADS,2020-03-30 05:35:00,59.0,59.0,79.0,29.39,10.0,E,8.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3372347,Source2,2,2017-08-11 14:25:13,2017-08-11 14:54:28,38.817425,-104.780594,,,0.0,Lane blocked due to accident on CO-29 Circle Dr Southbound at Fountain Blvd.,E Fountain Blvd,Colorado Springs,El Paso,CO,80910,US/Mountain,KCOS,2017-08-11 14:27:00,64.0,,87.0,30.29,10.0,SE,19.6,0.03,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,Day,Day,Day,Day
A-5783444,Source1,2,2021-08-12 14:57:00,2021-08-12 17:17:44,41.165569,-112.02174,41.155656,-112.024767,0.703,Incident on I-15 SB near I-15 Drive with caution.,I-15 S,Ogden,Weber,UT,84405,US/Mountain,KOGD,2021-08-12 14:53:00,94.0,94.0,17.0,25.56,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4947075,Source1,2,2023-01-31 08:26:58,2023-01-31 10:38:55,39.875371,-75.048866,39.873075,-75.061367,0.682,NJ DOT - TOC South: Crash and Delays on I-295 northbound at Exit 29 - US 30 (Barrington) 1 Left lane of 3 lanes closed use caution 10-15 minute delay,I-295 S,Barrington,Camden,NJ,08007,US/Eastern,KPHL,2023-01-31 08:15:00,39.0,32.0,89.0,30.22,9.0,NNW,12.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6171816,Source1,2,2021-07-11 19:47:05,2021-07-11 22:29:39,37.845515,-77.452389,37.848935,-77.453828,0.249,Incident on I-95 NB near I-95 Drive with caution.,Kings Dominion Blvd,Doswell,Hanover,VA,23047,US/Eastern,KOFP,2021-07-11 19:54:00,83.0,83.0,63.0,29.78,10.0,SSW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1609812,Source2,2,2020-01-23 08:19:20,2020-01-23 11:30:00,30.160721,-91.991219,,,0.0,Accident on LA-89 Youngville Hwy at LA-182 Pinhook Rd. No recent updates.,W Pinhook Rd,Lafayette,Lafayette,LA,70508-3607,US/Central,KLFT,2020-01-23 07:53:00,52.0,52.0,93.0,29.9,2.0,ESE,9.0,0.19,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1070614,Source2,2,2021-04-24 10:17:03,2021-04-24 12:48:12,40.431961,-111.891411,,,0.0,Accident on I-15 Northbound at Exit 284 UT-92 Timpanogos Hwy.,I-15 N,Lehi,Utah,UT,84043,US/Mountain,KPVU,2021-04-24 09:56:00,53.0,53.0,34.0,25.34,10.0,VAR,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4363943,Source1,2,2022-09-25 18:48:00.000000000,2022-09-25 20:12:00.000000000,47.572624,-122.31986100000002,47.628285,-122.32763,3.863,Stationary traffic on I-5 N from Corson Ave/Exit 162 (I-5) to Fairview Ave/Mercer St/Exit 167 (I-5) due to accident.,I-5 N,Seattle,King,WA,98108,US/Pacific,KBFI,2022-09-25 18:53:00,69.0,69.0,58.0,30.02,10.0,NW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6172955,Source1,2,2021-10-14 17:03:54,2021-10-14 19:14:04,30.510704,-81.63449,30.465904,-81.647777,3.195,Stationary traffic on I-95 S from Pecan Park Rd/Exit 366 (I-95) to I-295/Exit 362 (I-95) due to accident.,I-95 S,Jacksonville,Duval,FL,32218,US/Eastern,KJAX,2021-10-14 16:56:00,83.0,83.0,67.0,29.88,10.0,ENE,12.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6837911,Source1,2,2020-11-16 18:45:52,2020-11-16 20:56:01,36.767753000000006,-76.362415,36.758383,-76.34986500000002,0.95,Incident on I-64 WB near MM 298 Left lane blocked.,I-64 W,Chesapeake,Chesapeake,VA,23323,US/Eastern,KPVG,2020-11-16 18:51:00,55.0,55.0,45.0,30.07,10.0,WSW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-846053,Source2,3,2021-10-21 08:02:54,2021-10-21 09:02:30,37.691345,-122.470238,,,0.0,Middle lane blocked due to accident on I-280 Northbound at Washington St.,CA-1 N,Daly City,San Mateo,CA,94014,US/Pacific,KSFO,2021-10-21 07:56:00,62.0,62.0,96.0,30.07,1.0,SSE,8.0,0.06,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1829096,Source2,2,2019-11-19 11:54:59,2019-11-19 12:54:39,41.816212,-70.553619,,,0.0,Left lane blocked due to accident on MA-3 Southbound at Exit 2 Herring Pond Rd.,Herring Pond Rd,Plymouth,Plymouth,MA,02360-6903,US/Eastern,KPYM,2019-11-19 11:52:00,44.0,41.0,96.0,29.59,6.0,WSW,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5095943,Source1,2,2022-02-21 13:35:00,2022-02-21 15:45:17,34.227234,-118.244917,34.227032,-118.244591,0.023,Accident from Pennsylvania Ave (Foothill Blvd) to La Crescenta Ave (Foothill Blvd)., Foothill Blvd,La Crescenta,Los Angeles,CA,91214,US/Pacific,KBUR,2022-02-21 13:53:00,60.0,60.0,49.0,29.09,10.0,SSW,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4138184,Source1,2,2022-01-09 19:02:00,2022-01-09 21:16:44,34.022363,-118.20435,34.021289,-118.201899,0.159,Accident from S Lorena St to I-5 S / Esperanza St., Opal St,Los Angeles,Los Angeles,CA,90023-3018,US/Pacific,KCQT,2022-01-09 18:52:00,57.0,57.0,67.0,30.08,9.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,Night,Night,Night,Night
A-5240787,Source1,2,2022-11-22 10:56:58,2022-11-22 12:34:35,38.82805467,-75.76565623,38.82776467,-75.76515623,0.034,Incident on MD-404 EB near GREENWOOD RD Drive with caution.,Greenwood Rd,Denton,Caroline,MD,21629,US/Eastern,KRJD,2022-11-22 10:45:00,50.0,50.0,35.0,30.35,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,Day,Day,Day,Day
A-3594640,Source1,2,2017-04-12 15:28:17,2017-04-12 21:28:17,35.40625,-97.53471,35.40625,-97.53471,0.0,At Douglas Ave - Accident., S Douglas Ave,Oklahoma City,Oklahoma,OK,73109-4720,US/Central,KOKC,2017-04-12 15:52:00,73.9,,50.0,30.13,10.0,South,17.3,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2636282,Source2,3,2018-08-09 17:27:59,2018-08-09 17:57:28,41.388103,-88.420563,,,1.7599999904632568,Entry ramp to I-80 Eastbound from IL-47 closed due to accident.,I-80 E,Morris,Grundy,IL,60450,US/Central,KC09,2018-08-09 17:35:00,87.1,,56.0,29.88,10.0,SW,6.9,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7288308,Source1,2,2019-12-24 18:50:00,2019-12-24 21:42:26,35.351944,-118.949722,35.351944,-118.949722,0.0,At CA-58/Bakersfield Tehachapi Hwy - Accident.,S Oswell St,Bakersfield,Kern,CA,93307,US/Pacific,KBFL,2019-12-24 18:54:00,48.0,48.0,77.0,29.37,10.0,ENE,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5182469,Source1,2,2022-09-27 15:41:00.000000000,2022-09-27 16:56:14.000000000,28.296851,-82.695779,28.296831,-82.699119,0.203,Incident on MAYFIELD DR near REGENCY PARK BLVD Drive with caution., Regency Park Blvd,Port Richey,Pasco,FL,34668,US/Eastern,KBKV,2022-09-27 15:46:00,78.0,78.0,87.0,29.8,4.0,ESE,5.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5358365,Source1,2,2022-08-31 09:38:26,2022-08-31 10:55:00,33.504258,-81.69854000000002,33.504218,-81.698549,0.003,Incident on POWDERHOUSE RD near VANDERBILT DR Expect delays., Vanderbilt Dr,Aiken,Aiken,SC,29803-6608,US/Eastern,KAIK,2022-08-31 09:35:00,76.0,76.0,87.0,29.45,10.0,NNE,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2497497,Source2,2,2018-10-04 09:12:58,2018-10-04 09:42:42,35.095734,-80.788834,,,0.0,Accident on NC-51 Pineville-Matthews Rd at Raintree Ln.,Raintree Ln,Charlotte,Mecklenburg,NC,28226,US/Eastern,KCLT,2018-10-04 08:52:00,73.9,,85.0,30.12,9.0,WSW,3.5,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,Day,Day,Day,Day
A-3140033,Source2,3,2017-12-19 16:04:16,2017-12-19 16:34:01,37.43314,-121.918686,,,0.0,#3 lane blocked due to accident on I-880 Northbound at Exits 8A 8B 8C CA-237.,I-880 N,Milpitas,Santa Clara,CA,95035,US/Pacific,KSJC,2017-12-19 15:53:00,59.0,,51.0,30.14,10.0,NW,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4446495,Source1,2,2022-05-27 16:25:46,2022-05-27 18:52:36,25.910364,-80.23614,25.908493,-80.234454,0.166,Stationary traffic on FL-9 from NW 151st St to NW 155th Ln due to accident., NW 22nd Ave,Opa-Locka,Miami-Dade,FL,33054,US/Eastern,KOPF,2022-05-27 16:53:00,87.0,87.0,53.0,29.96,10.0,SSE,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A-851952,Source2,2,2021-10-26 06:41:18,2021-10-26 09:53:00,38.978531,-77.65168800000002,,,0.0,Accident on US-50 John Mosby Hwy at Snickersville Tpke.,John Mosby Hwy,Middleburg,Loudoun,VA,20117-2918,US/Eastern,KJYO,2021-10-26 06:52:00,59.0,59.0,83.0,29.25,10.0,NW,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,Night,Night,Day,Day
A-3516096,Source1,2,2016-07-26 09:53:30,2016-07-26 15:53:30,40.7145,-111.82831000000002,40.71289,-111.8224,0.329,At 2300/Exit 127 - Accident.,UT-195,Salt Lake City,Salt Lake,UT,84109,US/Mountain,KSLC,2016-07-26 09:54:00,89.1,,19.0,29.86,10.0,South,8.1,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6121400,Source1,2,2021-07-02 13:41:10.000000000,2021-07-02 15:07:54.000000000,39.16560530643861,-94.49427723839524,39.19938530643861,-94.49252723839524,2.336,Slow traffic on I-435 N from Parvin Rd/Exit 54 (I-435) to US-69/Exit 52 (I-435) due to accident.,I-435,Kansas City,Clay,MO,64117,US/Central,KMKC,2021-07-02 13:54:00,83.0,83.0,44.0,29.27,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1246061,Source2,2,2020-11-30 08:17:59,2020-11-30 09:02:36,40.691757,-73.88343,,,0.0,Lane closed on exit ramp due to accident on Jackie Robinson Pkwy Eastbound at Cypress Hills St.,Jackie Robinson Pkwy N,Ridgewood,Queens,NY,11385,US/Eastern,KLGA,2020-11-30 07:51:00,57.0,57.0,74.0,29.82,7.0,ESE,21.0,0.02,Light Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2097927,Source2,2,2019-05-13 07:05:04,2019-05-13 07:50:41,39.870758,-75.30117,,,5.389999866485597,Shoulder blocked due to accident on I-95 Southbound from Exits 12 12A-B 13 PA-291 George C Platt Memorial Brg to Exit 9B-A PA-420 Wanamaker Ave.,Wanamaker Ave,Essington,Delaware,PA,19029,US/Eastern,KPHL,2019-05-13 06:54:00,46.0,41.0,93.0,29.85,5.0,NNE,9.0,0.09,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5455512,Source1,2,2022-03-14 23:10:30.000000000,2022-03-15 01:15:26.000000000,28.429689,-81.407533,28.427453000000003,-81.40481,0.226,Slow traffic on US-92 W - US-441 S - US-17 S from FL-528 E to Principal Row due to accident., Consulate Dr,Orlando,Orange,FL,32837-8364,US/Eastern,KMCO,2022-03-14 22:53:00,67.0,67.0,73.0,30.19,10.0,ENE,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
